filename,bucket,grade_semester,renjiao_hint,safety,beishida_unit,confidence,rule_id,audit_note,chars
7327798214126472460.md,keep,4上,内容审查→4上（得分5·图形/鸡兔簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '4xia': 5, '2shang': 1}",1208
7328300719931411722.md,keep,4上,内容审查→4上（得分5·图形/鸡兔簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '4xia': 5, '6shang': 1}",2362
7328324857270127908.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '6shang': 1, '1shang': 0}",1400
7328540219437796649.md,preview,5上,奥数/寒假·数列规律（非3下找规律课）,红,,high,hard-preview-aoshu-guilv,,1330
7328568757041876236.md,keep,4上,内容审查→4上（得分5·三上簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '3shang': 4, '3xia': 1}",904
7328683872017763611.md,keep,2上,内容审查→2上（得分1）,绿,,low,content-audit-douyin,"top_scores={'2shang': 1, '1shang': 0, '1xia': 0}",1082
7328911436690754828.md,preview,5上,奥数/寒假·数列规律（非3下找规律课）,红,,high,hard-preview-aoshu-guilv,,1802
7329055213766315274.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '1shang': 0, '1xia': 0}",897
7329362034707926308.md,keep,4上,内容审查→4上（得分8·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 8, '5shang': 5, '6shang': 1}",1696
7329388734447635738.md,preview,5上,奥数/寒假·数列规律（非3下找规律课）,红,,high,hard-preview-aoshu-guilv,,1491
7329653511568821531.md,preview,5上,奥数/寒假·数列规律（非3下找规律课）,红,,high,hard-preview-aoshu-guilv,,1951
7329715638732082451.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '1shang': 0, '1xia': 0}",1141
7329858538711321906.md,keep,4上,内容审查→4上（得分8·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 8, '6shang': 1, '1shang': 0}",1314
7330024646030396683.md,preview,5上,奥数/寒假·数列规律（非3下找规律课）,红,,high,hard-preview-aoshu-guilv,,2145
7330134104945560842.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1453
7330395656512752908.md,preview,5上,奥数/寒假·数列规律（非3下找规律课）,红,,high,hard-preview-aoshu-guilv,,1540
7330804582039276863.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",838
7330820693220822283.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4shang': 5, '3shang': 4}",1695
7330904105780514084.md,keep,6上,内容审查→6上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 5, '1shang': 0, '1xia': 0}",944
7331143252432686347.md,preview,5上,奥数/寒假·数列规律（非3下找规律课）,红,,high,hard-preview-aoshu-guilv,,1112
7331514447908850985.md,preview,5上,奥数/寒假·数列规律（非3下找规律课）,红,,high,hard-preview-aoshu-guilv,,935
7331571974851939625.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1095
7331908654024658212.md,preview,5上,奥数/寒假·数列规律（非3下找规律课）,红,,high,hard-preview-aoshu-guilv,,1081
7331946547111922980.md,keep,3上,内容审查→3上（得分4·三上簇）,绿,,high,content-audit-douyin,"top_scores={'3shang': 4, '3xia': 1, '1shang': 0}",1170
7332283014782766399.md,preview,5上,奥数/寒假·数列规律（非3下找规律课）,红,,high,hard-preview-aoshu-guilv,,1511
7332338769741352231.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",939
7332627530576350505.md,keep,5上,人教五上·植树/间隔（北师大4上无此课）,红,,high,hard-5shang-jianshu,,1143
7333058476005969203.md,keep,5上,人教五上·植树/间隔（北师大4上无此课）,红,,high,hard-5shang-jianshu,,980
7333098168504077618.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1197
7334513431057337626.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1021
7334924302434848010.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '1shang': 0, '1xia': 0}",1211
7335478965617937700.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1259
7335674811093388556.md,keep,4上,内容审查→4上（得分8·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 8, '1shang': 0, '1xia': 0}",996
7335998879713742130.md,keep,4上,内容审查→4上（得分5·三下簇）,绿,,high,content-audit-douyin,"top_scores={'3xia': 5, '4shang': 5, '3shang': 4}",803
7336504663090498879.md,keep,3下,内容审查→3下（得分2）,绿,,medium,content-audit-douyin,"top_scores={'3xia': 2, '6shang': 1, '1shang': 0}",1149
7336741933382913317.md,keep,3下,内容审查→3下（得分4·三下簇）,绿,,high,content-audit-douyin,"top_scores={'3xia': 4, '1shang': 0, '1xia': 0}",834
7336811867630783795.md,keep,4上,人教三下·八方向→北师大4上五单元,绿,五_方向与位置,high,hard-4shang-fangxiang,,1576
7337105953654885695.md,keep,4下,内容审查→4下（得分8·六上簇）,红,五_认识方程,high,content-audit-douyin,"top_scores={'4xia': 8, '6shang': 5, '1shang': 0}",1470
7337184416453692699.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1423
7337238620652211468.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1758
7337517477158538507.md,keep,3下,内容审查→3下（得分1）,绿,,low,content-audit-douyin,"top_scores={'3xia': 1, '6shang': 1, '1shang': 0}",812
7337547748054404393.md,keep,4上,人教三下·八方向→北师大4上五单元,绿,五_方向与位置,high,hard-4shang-fangxiang,,982
7337645963357506857.md,keep,4上,人教三下·八方向→北师大4上五单元,绿,五_方向与位置,high,hard-4shang-fangxiang,,2695
7337880956411415846.md,keep,4上,人教三下·八方向→北师大4上五单元,绿,五_方向与位置,high,hard-4shang-fangxiang,,1412
7337950263803776319.md,keep,4上,人教三下·八方向→北师大4上五单元,绿,五_方向与位置,high,hard-4shang-fangxiang,,584
7337991203570355494.md,keep,4上,人教三下·八方向→北师大4上五单元,绿,五_方向与位置,high,hard-4shang-fangxiang,,831
7338030780414741770.md,keep,3下,内容审查→3下（得分1）,绿,,low,content-audit-douyin,"top_scores={'3xia': 1, '6shang': 1, '1shang': 0}",1102
7338257632425266451.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1051
7338298927772421430.md,keep,4上,人教三下·八方向→北师大4上五单元,绿,五_方向与位置,high,hard-4shang-fangxiang,,2309
7338361505613761802.md,keep,4上,人教三下·八方向→北师大4上五单元,绿,五_方向与位置,high,hard-4shang-fangxiang,,1666
7338630506533096767.md,keep,4上,人教三下·八方向→北师大4上五单元,绿,五_方向与位置,high,hard-4shang-fangxiang,,2741
7338682634521922828.md,keep,4下,内容审查→4下（得分5·方程/倒推簇）,绿,四_观察物体,high,content-audit-douyin,"top_scores={'4xia': 5, '3xia': 1, '1shang': 0}",1528
7338978096445525260.md,keep,4下,内容审查→4下（得分5·图形/鸡兔簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 5, '1shang': 0, '1xia': 0}",938
7338991703484861747.md,keep,4下,内容审查→4下（得分11·图形/鸡兔簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 11, '6shang': 1, '1shang': 0}",1662
7339341545545452810.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4shang': 5, '3shang': 4}",1657
7339450163683003699.md,keep,4上,人教三下·八方向→北师大4上五单元,绿,五_方向与位置,high,hard-4shang-fangxiang,,804
7339697187112111399.md,keep,5上,内容审查→5上（得分5·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 5, '4shang': 3, '1shang': 0}",1531
7339750732754586930.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1478
7339787566750764327.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",828
7339875724263804201.md,shell,,,N/A,,high,shell-empty,空壳遗留,139
7340108996113599781.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1623
7340122621050228006.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1379
7340142340822142235.md,keep,4上,内容审查→4上（得分5·三上簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '3shang': 4, '3xia': 1}",1588
7340482348569349415.md,keep,4下,内容审查→4下（得分5·方程/倒推簇）,黄,四下综合,high,content-audit-douyin,"top_scores={'4xia': 5, '3shang': 1, '6shang': 1}",2197
7340489064639958323.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '1shang': 0, '1xia': 0}",1339
7340850428084522277.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1619
7340864400015772967.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1583
7340903795683134732.md,keep,5上,内容审查→5上（得分5·五上面积/应用簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 5, '1shang': 0, '1xia': 0}",2135
7341219881393704228.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1103
7341225929408040243.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1078
7341254603477962022.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1713
7341259212091051283.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",869
7341584518026890535.md,keep,3上,内容审查→3上（得分1）,绿,,low,content-audit-douyin,"top_scores={'3shang': 1, '6shang': 1, '1shang': 0}",1709
7341594677906312475.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '6shang': 1, '1shang': 0}",2042
7341759171991309609.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1105
7341933455636188479.md,keep,4上,内容审查→4上（得分5·三上簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '3shang': 4, '3xia': 1}",1809
7341951744064113929.md,keep,3上,内容审查→3上（得分1）,绿,,low,content-audit-douyin,"top_scores={'3shang': 1, '1shang': 0, '1xia': 0}",1286
7342348153963728179.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1697
7342391099442384166.md,keep,4上,内容审查→4上（得分5·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '5shang': 1, '1shang': 0}",1406
7342708534586461459.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '1shang': 0, '1xia': 0}",2377
7342714424504880425.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1238
7342817005122145575.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",588
7343079038073703717.md,keep,6上,内容审查→6上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 5, '4shang': 4, '5shang': 2}",2426
7343086691000913193.md,keep,4上,内容审查→4上（得分10·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 10, '5shang': 1, '6shang': 1}",1833
7343127076096019721.md,keep,5上,内容审查→5上（得分1）,绿,,low,content-audit-douyin,"top_scores={'5shang': 1, '6shang': 1, '1shang': 0}",1253
7343454306080705803.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1350
7343466193707109644.md,keep,4上,内容审查→4上（得分6·图形/鸡兔簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '4xia': 5, '6shang': 1}",1212
7343554631462571314.md,keep,4上,内容审查→4上（得分6·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '5shang': 1, '1shang': 0}",1063
7343760222822944026.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1271
7343851989601635625.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1980
7343910799515192586.md,keep,4上,内容审查→4上（得分4·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 4, '3shang': 1, '5shang': 1}",1336
7344236446254943525.md,keep,4上,内容审查→4上（得分4·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 4, '5shang': 1, '6shang': 1}",1248
7344342883614477622.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '6shang': 1, '1shang': 0}",1160
7344555106404289804.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",3066
7344562809516199219.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",775
7344627793352805669.md,keep,4上,内容审查→4上（得分4·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 4, '5shang': 1, '1shang': 0}",1204
7344747534054690075.md,keep,6上,内容审查→6上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 5, '1shang': 0, '1xia': 0}",559
7344944182416444681.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",893
7344973538354318601.md,shell,,,N/A,,high,shell-empty,空壳遗留,138
7345041158088838410.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1955
7345308595791088947.md,keep,4上,内容审查→4上（得分1）,绿,,low,content-audit-douyin,"top_scores={'4shang': 1, '1shang': 0, '1xia': 0}",1211
7345343111389777190.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",673
7345460913161489675.md,keep,4上,内容审查→4上（得分9·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 9, '5shang': 1, '6shang': 1}",1203
7345688185839602953.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1675
7345712868165176585.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4shang': 4, '5shang': 1}",1489
7345747656183909659.md,keep,4上,内容审查→4上（得分4·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 4, '5shang': 1, '1shang': 0}",1236
7346043704064429363.md,keep,4上,内容审查→4上（得分4·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 4, '5shang': 1, '6shang': 1}",1324
7346050848918703423.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",698
7346118173776760105.md,keep,4上,内容审查→4上（得分4·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 4, '5shang': 1, '6shang': 1}",988
7346142984821427497.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1574
7346421125250944265.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1380
7346459640957259044.md,keep,4上,内容审查→4上（得分4·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 4, '6shang': 1, '1shang': 0}",2329
7346557113595989298.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4shang': 4, '5shang': 2}",1898
7346759889802382604.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4xia': 5, '4shang': 4}",1205
7346774579873910026.md,keep,4上,内容审查→4上（得分5·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '5shang': 5, '6shang': 1}",1315
7346832392503594267.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1407
7347140525599788342.md,keep,4下,内容审查→4下（得分10·六上簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 10, '6shang': 6, '1shang': 0}",1579
7347146874941459762.md,keep,4上,内容审查→4上（得分4·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 4, '5shang': 1, '6shang': 1}",1098
7347209885521628454.md,keep,6上,内容审查→6上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 5, '1shang': 0, '1xia': 0}",1017
7347541238507261223.md,keep,4上,内容审查→4上（得分5·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '5shang': 1, '6shang': 1}",1373
7347586659661253942.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1549
7347631910060887333.md,keep,2上,内容审查→2上（得分1）,绿,,low,content-audit-douyin,"top_scores={'2shang': 1, '6shang': 1, '1shang': 0}",1202
7347912352349654323.md,keep,5上,内容审查→5上（得分1）,绿,,low,content-audit-douyin,"top_scores={'5shang': 1, '6shang': 1, '1shang': 0}",1592
7347951604307348773.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '3shang': 4, '3xia': 1}",2083
7348057045070925095.md,keep,4上,内容审查→4上（得分1）,绿,,low,content-audit-douyin,"top_scores={'4shang': 1, '6shang': 1, '1shang': 0}",892
7348273796882746665.md,keep,4上,内容审查→4上（得分4·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 4, '5shang': 1, '6shang': 1}",1830
7348283476895911222.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1758
7348330717119515945.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '1shang': 0, '1xia': 0}",1004
7348417500301774089.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1307
7348647570643684659.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",865
7348686726635785510.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",935
7348692403651366183.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",404
7348699774029221183.md,keep,4上,内容审查→4上（得分4·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 4, '3shang': 1, '5shang': 1}",1334
7349021132814601484.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1848
7349025880691232054.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",2139
7349089310458662163.md,keep,3上,内容审查→3上（得分4·三上簇）,绿,,high,content-audit-douyin,"top_scores={'3shang': 4, '3xia': 1, '5shang': 1}",1873
7349362109295234343.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",2337
7349435899454721343.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1113
7349750634976955674.md,keep,4上,内容审查→4上（得分10·图形/鸡兔簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 10, '4xia': 5, '5shang': 1}",1819
7349782900046417206.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",850
7349805657828232474.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '6shang': 1, '1shang': 0}",1293
7350097856549653811.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",817
7350141799895141683.md,keep,2下,内容审查→2下（得分1）,绿,,low,content-audit-douyin,"top_scores={'2xia': 1, '1shang': 0, '1xia': 0}",1744
7350155265662061861.md,keep,2下,内容审查→2下（得分1）,绿,,low,content-audit-douyin,"top_scores={'2xia': 1, '1shang': 0, '1xia': 0}",917
7350172676809362724.md,keep,6上,内容审查→6上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 5, '1shang': 0, '1xia': 0}",1012
7350201692555726117.md,shell,,,N/A,,high,shell-empty,空壳遗留,137
7350233895759138102.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1224
7350499856089189651.md,keep,4上,内容审查→4上（得分6·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '2xia': 1, '6shang': 1}",1575
7350513506581482788.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1022
7350614241260391731.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",892
7350871536624045363.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '6shang': 1, '1shang': 0}",2264
7350894009449024795.md,shell,,,N/A,,high,shell-empty,空壳遗留,135
7350908635888799017.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1332
7350981188468673830.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '1shang': 0, '1xia': 0}",1652
7351252725591493927.md,keep,2下,内容审查→2下（得分1）,绿,,low,content-audit-douyin,"top_scores={'2xia': 1, '6shang': 1, '1shang': 0}",1593
7351256787733073162.md,keep,4上,内容审查→4上（得分6·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '6shang': 1, '1shang': 0}",1615
7351286287350975795.md,keep,4上,内容审查→4上（得分6·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '6shang': 1, '1shang': 0}",868
7351297915182238988.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",943
7351306883036204297.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7351648412212792613.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1051
7351654977900694794.md,keep,4下,内容审查→4下（得分5·图形/鸡兔簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 5, '6shang': 1, '1shang': 0}",1458
7351718690162855180.md,keep,5上,内容审查→5上（得分1）,绿,,low,content-audit-douyin,"top_scores={'5shang': 1, '6shang': 1, '1shang': 0}",1271
7351939348222250277.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '5shang': 1, '1shang': 0}",1469
7352093917069757705.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1735
7352406185724661042.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1359
7352518708155174153.md,keep,4上,内容审查→4上（得分4·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 4, '5shang': 1, '6shang': 1}",1678
7352743276719443237.md,keep,6上,内容审查→6上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 5, '1shang': 0, '1xia': 0}",1738
7352761156957637914.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1944
7352776948021529867.md,keep,4上,内容审查→4上（得分6·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '1shang': 0, '1xia': 0}",881
7352798204641037618.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7352872273415539979.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1384
7352878108845952307.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",432
7353096716184194331.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1108
7353109155982494988.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1151
7353119456480021770.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",196
7353240468454493481.md,keep,2上,内容审查→2上（得分1）,绿,,low,content-audit-douyin,"top_scores={'2shang': 1, '1shang': 0, '1xia': 0}",1222
7353470216103267620.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '1shang': 0, '1xia': 0}",1644
7353477806258523431.md,keep,4上,内容审查→4上（得分1）,绿,,low,content-audit-douyin,"top_scores={'4shang': 1, '5shang': 1, '6shang': 1}",1543
7353531272511163657.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",262
